Mathematics,Science,English,Hindi,Social Science,Physics,Chemistry,Biology,Basic Electrical Engineering,Mathematics I,Analog Electronic Circuits,Environmental Science,Basic Manufacturing Systems,Yoga and Human Consciousness,Professional Communication,Engineering Graphics,Computer Programming,Data Structures and Algorithms,Digital Electronics,Engineering Economics,Object-Oriented Programming,Probability & Statistics,Computer Organization and Architecture,Database Management Systems,Principle of Digital Communication,Operating Systems,Automata and Formal Languages,Web Technology,Business Communication,Software Engineering,Big Data,Design and Analysis of Algorithms,High-Performance Computing,Computer Networks,Artificial Intelligence,Law of Patent,Data Analytics,Internet of Things,Compiler Design,Software Project Management,Cloud Computing,Tools and Techniques Laboratory,Minor Project,Job Role
59,77,87,78,92,88,50,92,90,73,89,97,79,98,73,98,78,63,57,94,70,54,95,51,76,72,86,87,63,86,74,64,96,62,51,74,71,58,63,61,94,57,88,Civil Services
60,52,62,53,69,88,55,59,68,75,93,93,72,67,78,74,53,72,95,91,87,97,75,62,80,68,52,83,100,80,61,93,58,62,96,55,82,92,81,97,90,69,60,AI Researcher
71,69,80,99,77,57,99,53,63,92,57,76,53,74,100,93,98,55,93,50,90,54,65,81,50,92,74,85,95,100,74,83,72,72,72,56,73,59,87,67,52,74,67,Project Manager
74,82,68,96,70,65,94,95,87,96,89,95,60,95,75,79,54,61,63,55,81,73,76,72,60,53,77,95,58,73,55,66,62,89,86,75,58,82,83,88,60,71,94,Doctor
58,61,69,73,63,54,62,52,52,50,76,85,78,75,98,94,62,66,67,88,77,84,59,66,90,59,68,78,99,74,82,100,75,77,93,72,98,59,98,64,91,70,56,Data Scientist
63,77,56,83,92,77,57,60,61,72,88,74,99,87,70,100,87,90,78,51,63,99,82,50,84,100,63,98,93,81,64,87,78,96,79,81,52,72,75,63,72,66,97,Cybersecurity Analyst
61,65,98,54,82,87,85,87,77,52,74,69,77,60,84,94,69,84,100,72,96,91,74,92,98,80,84,72,83,72,93,96,66,80,62,58,80,84,60,91,54,75,95,Doctor
68,82,61,88,91,65,90,88,82,61,57,80,67,76,100,63,78,96,86,68,68,71,61,99,84,77,61,54,65,70,81,99,77,85,69,76,61,52,72,93,76,78,97,Doctor
90,76,71,92,71,58,61,64,57,82,77,61,93,62,54,81,75,52,72,70,66,66,90,53,98,68,95,74,70,94,55,73,92,55,97,86,73,50,85,65,64,84,73,Patent Lawyer
86,96,83,79,68,60,60,87,98,99,95,99,90,80,55,92,65,71,63,54,56,62,67,81,94,69,69,60,82,58,80,93,83,92,59,90,66,83,91,87,79,83,100,Patent Lawyer
50,73,97,77,69,80,88,81,76,65,50,81,81,77,55,67,58,60,67,77,51,61,95,54,91,78,91,52,70,80,80,69,60,76,100,53,85,50,53,92,95,90,84,Biotechnologist
66,80,90,54,88,54,99,69,96,58,93,56,93,100,66,58,71,80,66,91,97,82,91,53,98,88,64,67,59,84,91,70,77,53,65,98,60,58,94,51,70,66,76,Economist
98,74,89,68,87,78,56,77,68,72,87,86,63,88,98,83,97,69,83,70,65,67,98,85,75,97,56,57,62,59,94,74,94,86,70,75,53,57,55,86,51,85,66,Software Developer
75,92,75,95,57,64,76,79,82,75,88,94,63,96,79,57,80,85,98,67,90,58,75,68,87,92,57,52,68,70,54,77,66,62,71,72,94,78,84,65,99,70,60,Data Scientist
65,71,95,67,84,65,88,74,89,75,91,67,100,93,52,91,80,96,65,76,63,69,82,72,70,68,51,73,88,63,54,84,88,73,92,50,89,65,57,72,77,85,81,Data Scientist
54,56,79,88,64,86,52,78,84,88,73,61,81,54,88,100,61,98,75,68,87,57,58,82,91,51,99,61,76,95,80,74,77,84,77,76,85,74,83,73,53,100,63,DevOps Engineer
88,93,82,64,91,83,51,91,94,58,98,58,59,67,73,75,74,64,61,98,79,50,96,72,71,63,65,86,55,86,74,90,72,73,55,75,60,94,68,71,70,99,96,Civil Services
83,57,81,50,83,65,87,99,95,60,70,73,62,87,77,71,50,51,74,99,88,82,52,55,80,63,100,98,65,84,52,100,51,55,97,72,55,51,64,65,67,89,90,Doctor
77,66,75,78,56,59,86,85,98,84,67,60,58,61,77,75,56,80,77,77,57,59,54,96,78,64,81,58,71,68,59,52,84,80,86,74,73,62,76,79,80,81,94,Biotechnologist
64,57,73,57,52,52,72,93,72,87,81,78,58,51,53,67,60,65,77,51,96,74,51,51,97,95,100,50,82,96,55,52,61,80,94,89,72,79,58,51,95,83,95,Patent Lawyer
73,63,80,60,61,72,86,93,58,67,53,62,87,99,86,80,51,83,82,60,50,76,58,71,82,78,88,82,58,93,85,52,81,88,67,65,70,52,67,73,65,63,50,Doctor
97,84,65,73,83,98,62,71,62,63,63,92,73,50,91,72,76,54,83,77,89,60,88,85,63,75,91,93,53,75,63,55,84,61,75,100,91,70,55,69,86,90,50,Data Scientist
76,90,86,91,57,100,63,71,53,50,51,72,90,51,89,89,93,84,73,63,68,60,96,88,72,77,68,98,63,69,78,61,86,99,75,84,98,86,71,90,82,95,78,Data Scientist
62,67,53,69,87,71,63,65,94,71,53,62,96,88,94,65,97,60,68,55,59,71,86,90,73,68,76,50,67,73,69,99,70,87,100,87,74,56,84,74,91,68,52,Patent Lawyer
75,70,75,82,94,99,83,65,90,55,76,64,61,57,95,82,57,100,93,64,83,98,98,72,77,82,81,89,100,63,73,96,89,89,76,67,90,77,60,93,94,87,85,Data Scientist
86,86,52,88,51,93,70,82,87,71,52,71,90,94,54,84,92,77,93,51,99,81,58,51,86,52,74,66,79,72,87,57,78,69,50,95,83,83,96,54,64,92,93,Software Developer
61,67,97,98,98,67,90,86,60,51,52,53,88,98,54,52,91,63,65,67,60,58,54,61,83,73,79,61,87,100,84,82,77,66,69,54,91,94,69,90,50,64,80,Data Scientist
73,52,78,91,63,88,95,75,64,80,69,55,68,55,59,73,97,63,52,84,94,63,87,58,64,68,52,86,60,61,93,71,82,78,61,82,88,71,96,65,78,89,72,Data Scientist
86,53,81,86,56,94,92,85,93,95,55,80,92,63,89,80,87,69,58,91,85,60,90,92,50,81,56,90,99,95,69,99,52,93,69,100,95,61,96,93,70,57,63,Software Developer
87,56,95,100,56,63,65,99,70,96,83,52,74,100,83,99,92,87,61,98,96,51,68,93,53,51,96,87,76,97,88,85,61,73,88,75,84,78,74,88,83,59,93,Software Developer
91,80,62,96,78,55,98,97,92,60,57,55,54,99,69,77,81,64,73,77,78,98,65,88,89,91,73,92,95,88,77,70,54,54,67,100,86,59,52,81,53,72,84,Data Scientist
55,96,68,79,59,95,52,100,72,93,82,95,79,85,64,53,98,100,55,52,99,75,98,93,55,74,58,74,67,62,50,59,89,73,56,57,54,70,77,81,64,73,71,Environmental Engineer
89,54,75,83,59,55,84,56,88,59,95,76,92,95,78,99,66,62,92,98,79,80,88,55,72,69,92,60,67,79,91,87,83,69,61,99,63,58,61,83,86,78,62,Machine Learning Engineer
87,69,87,94,61,55,73,63,97,92,87,80,83,96,87,84,69,76,94,84,57,93,84,89,95,86,69,72,54,97,66,99,50,97,89,68,68,100,93,65,85,89,50,Cybersecurity Analyst
100,60,98,67,66,54,62,97,88,54,54,61,93,74,51,88,50,85,58,82,61,65,65,96,55,87,64,60,75,56,78,51,71,78,58,61,72,61,88,60,69,87,64,Full Stack Developer
57,64,96,59,88,52,69,67,62,57,97,82,85,69,58,50,56,96,64,76,77,58,54,61,78,65,66,92,84,90,95,52,67,68,62,55,54,90,73,76,98,93,59,Data Analyst
72,61,65,57,63,66,100,88,70,88,62,78,53,80,57,60,95,72,54,92,85,77,55,77,65,61,91,78,68,54,70,95,72,84,75,80,70,90,81,100,51,69,67,Doctor
59,69,88,56,100,58,66,97,70,60,93,83,69,51,61,93,91,92,90,51,86,61,96,59,76,70,59,52,76,60,95,64,60,52,57,71,100,84,51,53,52,71,70,Data Scientist
58,92,54,58,78,91,59,53,64,88,83,84,72,93,73,68,91,53,86,84,76,93,78,55,71,86,63,81,76,77,74,92,94,81,72,59,90,97,89,83,71,82,77,Data Scientist
77,51,90,92,97,78,54,63,67,61,73,94,80,71,58,84,75,99,59,52,53,90,84,82,76,54,60,64,91,75,69,70,75,84,66,84,66,56,57,73,59,66,53,Environmental Engineer
58,92,84,54,94,92,89,79,70,98,50,76,83,76,67,69,99,100,65,86,77,83,61,56,91,74,52,78,55,88,100,100,91,65,94,92,79,73,86,95,50,61,76,AI Researcher
85,50,61,70,60,85,73,81,52,74,85,69,67,92,78,70,84,96,65,82,70,84,55,68,57,59,61,73,80,73,70,51,99,85,100,52,97,67,71,97,52,63,68,Data Scientist
85,95,99,92,90,69,50,91,64,100,97,58,98,98,62,80,66,82,80,58,91,85,78,86,97,74,80,71,52,71,54,77,52,65,81,79,52,56,51,76,72,78,78,Full Stack Developer
69,91,92,58,97,56,67,52,60,83,74,95,86,79,54,61,71,70,100,82,54,68,58,77,64,71,96,96,60,73,62,50,89,98,75,79,66,95,75,96,58,83,96,Environmental Engineer
79,95,87,79,87,72,51,77,80,78,68,78,85,53,88,86,86,54,88,81,87,64,71,65,86,51,75,63,62,67,86,73,92,81,70,61,85,56,51,72,50,91,52,Mechanical Engineer
73,81,76,97,58,59,76,62,83,85,53,72,76,86,82,59,55,86,66,91,88,94,77,98,81,98,90,55,58,54,67,97,89,77,87,53,70,51,86,99,100,96,52,Economist
98,77,71,78,84,82,66,64,92,91,100,100,83,63,75,64,71,68,96,97,63,95,79,59,59,68,54,52,50,83,58,78,57,57,87,95,78,73,58,83,57,71,62,Engineer
84,53,71,90,57,68,78,98,73,73,86,75,60,98,55,77,100,50,87,70,50,100,92,64,61,53,89,64,84,62,70,95,53,58,100,58,99,62,86,64,97,92,74,Data Scientist
75,91,65,67,70,75,80,50,64,88,88,86,50,77,70,63,73,95,57,87,79,94,62,66,77,73,83,64,50,99,96,53,70,99,87,70,85,71,58,77,89,92,61,Economist
76,64,66,50,86,68,81,93,69,100,72,80,64,78,100,50,94,96,73,58,57,68,51,69,99,93,73,89,97,58,95,58,69,80,100,97,63,93,51,52,73,93,59,Doctor
96,93,61,78,74,59,100,95,51,73,93,77,51,88,83,75,72,61,99,54,99,88,76,75,55,74,60,87,86,77,87,61,86,67,64,62,52,78,86,97,85,61,78,Doctor
70,93,75,91,96,97,87,59,59,94,78,65,77,50,62,75,82,78,73,69,100,71,77,56,90,68,64,51,59,61,50,55,90,89,78,76,72,72,67,65,70,69,80,Telecommunications Engineer
66,76,92,60,65,93,59,80,64,91,94,78,87,70,60,73,69,64,62,66,83,62,59,93,80,72,91,89,71,65,80,69,85,100,52,65,70,72,52,76,81,87,98,Web Developer
70,90,57,80,55,68,72,82,54,91,54,68,83,85,70,98,80,99,89,68,60,86,53,74,68,85,59,67,94,72,81,88,83,74,84,65,60,55,59,59,95,65,69,Cloud Architect
68,98,77,90,58,85,60,84,65,51,100,51,66,61,98,61,62,73,58,57,95,86,64,67,59,62,54,73,68,54,83,54,70,75,50,74,59,54,92,87,60,54,83,AI Researcher
98,85,59,58,92,51,95,97,70,72,68,94,72,95,73,80,86,77,89,54,87,84,80,74,58,60,58,50,87,59,79,74,61,73,95,65,56,62,91,67,80,86,66,Software Developer
73,64,55,87,57,50,80,72,57,80,97,53,93,95,61,90,63,50,84,67,67,50,54,54,82,93,80,67,75,77,53,59,82,51,97,72,68,73,70,70,99,86,83,Cloud Architect
56,91,64,98,100,51,92,69,92,89,67,83,79,64,70,70,75,71,61,97,89,61,95,56,54,77,94,76,97,87,82,86,87,65,73,68,95,83,86,92,54,86,94,Data Scientist
96,54,72,70,67,60,58,54,94,61,74,82,65,89,88,51,69,68,80,83,73,66,55,86,64,93,72,69,95,68,86,90,91,73,93,93,84,87,72,67,54,62,94,Machine Learning Engineer
95,88,79,57,73,82,96,50,77,74,75,92,68,58,73,51,65,58,92,74,69,60,72,52,73,74,68,66,83,75,59,83,75,94,86,55,97,85,91,83,82,72,52,Data Scientist
83,84,98,51,52,86,61,64,100,89,57,56,68,87,59,80,80,81,58,76,82,55,80,66,100,91,86,97,52,63,95,80,78,66,50,72,98,50,66,50,79,67,67,Data Scientist
98,94,55,79,62,85,83,78,79,74,60,99,59,78,64,96,98,82,94,57,73,90,50,63,74,60,91,59,73,90,60,64,91,77,88,59,94,68,70,91,84,59,78,Software Developer
90,80,78,64,81,54,81,96,52,66,57,53,66,88,80,84,84,82,53,70,88,74,72,78,58,54,51,90,67,69,55,91,88,97,51,53,68,91,57,85,74,100,80,Full Stack Developer
50,86,95,77,79,70,67,87,82,94,52,61,51,62,90,78,61,52,69,85,82,73,62,87,82,54,79,86,73,97,89,59,70,56,71,68,60,57,77,57,55,99,57,Database Administrator
87,71,87,68,61,53,80,80,80,75,96,66,54,52,92,67,80,69,99,80,100,53,82,100,77,98,89,72,56,67,95,71,81,72,85,87,68,91,95,65,70,57,63,Machine Learning Engineer
75,57,68,65,52,60,80,87,65,67,70,52,59,100,65,76,57,98,98,100,94,93,51,67,74,71,56,65,60,84,73,62,74,72,59,90,59,100,96,55,79,87,79,Economist
50,79,91,88,75,78,73,87,56,92,50,61,87,55,73,65,100,71,91,97,64,88,58,68,64,57,63,77,87,69,88,59,54,67,65,50,82,78,99,80,66,82,70,Economist
59,98,50,53,100,81,81,56,57,70,62,53,69,71,57,95,65,81,69,51,61,80,99,66,70,81,73,75,88,73,94,58,59,56,65,69,72,57,96,56,90,99,61,Cloud Architect
86,73,98,72,67,74,51,67,95,66,83,74,72,57,74,63,52,80,96,67,71,87,58,59,51,94,89,77,86,58,88,93,57,90,94,59,63,62,70,76,86,89,77,Machine Learning Engineer
85,79,75,97,58,96,97,65,70,89,92,83,90,74,65,69,72,87,66,70,73,62,87,58,82,65,95,93,89,90,53,64,50,62,69,79,96,91,87,55,100,58,75,Data Scientist
92,72,59,58,86,71,67,55,86,70,69,90,72,70,75,58,75,50,67,75,60,94,95,79,66,96,60,65,65,72,66,73,62,84,87,95,95,73,52,70,51,90,95,Data Scientist
87,54,93,77,96,63,83,86,67,99,90,66,84,88,80,85,93,51,53,93,66,84,70,50,58,97,55,81,77,83,83,76,88,51,50,59,57,92,70,61,54,84,88,Software Developer
93,64,88,74,98,85,66,99,82,78,76,69,50,54,69,85,85,77,52,86,65,74,52,67,64,74,70,63,51,53,90,63,59,92,70,82,61,52,68,84,73,92,52,Engineer
89,68,65,55,88,91,69,71,60,95,76,91,53,65,77,54,96,80,85,96,57,68,100,70,95,66,66,65,92,85,81,52,57,86,72,77,53,78,63,73,78,82,64,Software Developer
80,84,61,81,84,65,86,80,62,100,97,63,87,84,85,88,63,89,93,73,76,74,53,100,59,76,97,80,82,71,73,55,64,99,100,99,87,70,96,63,58,97,63,Data Scientist
72,91,61,66,79,51,86,95,73,81,52,58,69,92,97,64,72,78,100,74,95,83,99,91,55,89,93,50,99,65,68,99,80,74,70,96,65,56,65,87,56,73,89,Doctor
92,71,88,71,69,53,68,67,81,52,96,67,82,91,54,97,78,76,97,87,93,63,88,81,68,51,58,63,60,79,69,81,86,73,91,72,86,54,63,94,95,51,95,Data Scientist
85,84,74,67,85,69,85,70,66,87,89,59,77,99,89,58,83,70,61,65,95,73,96,68,76,81,92,84,72,100,81,53,70,61,66,83,79,72,62,64,82,75,87,Cloud Engineer
96,84,51,98,73,64,98,66,72,58,54,99,55,61,89,89,73,73,72,70,69,96,66,66,91,50,83,90,61,83,100,94,76,83,73,76,76,57,59,72,95,73,67,Machine Learning Engineer
70,81,92,76,81,51,74,71,57,61,100,78,99,54,100,77,70,85,97,80,65,71,75,52,67,66,96,63,77,94,88,61,54,85,86,62,51,65,69,73,85,88,72,Forensic Scientist
67,67,62,84,72,74,83,57,85,83,87,92,60,58,54,63,61,67,97,57,69,94,55,66,90,93,68,68,83,82,74,55,79,77,58,81,79,83,78,77,63,96,66,Environmental Engineer
80,96,87,51,62,53,83,64,75,74,53,87,53,63,69,79,57,58,95,60,62,78,70,99,66,51,67,54,84,52,87,75,85,58,86,88,91,73,83,61,56,57,66,Data Scientist
58,72,60,87,80,52,80,54,59,87,69,61,85,65,75,96,87,65,73,63,70,80,71,86,52,90,88,98,88,85,98,74,62,100,89,85,94,81,76,65,62,78,96,Data Scientist
72,63,57,82,85,99,91,96,63,61,68,81,69,72,85,53,53,63,65,61,97,88,94,59,52,92,95,75,76,52,57,86,85,72,70,95,67,83,53,60,77,78,88,Doctor
69,51,71,64,81,91,91,66,79,86,72,92,56,71,98,70,76,89,89,98,82,54,74,75,88,66,75,71,56,70,61,100,98,85,82,73,87,88,54,56,74,78,76,Data Scientist
92,51,75,52,96,63,51,100,81,68,95,99,50,89,91,78,100,82,65,83,84,88,97,53,82,89,62,75,89,50,62,52,77,64,68,50,87,80,96,74,75,54,71,Software Developer
58,84,67,73,62,89,82,82,54,82,85,65,57,99,61,92,60,96,89,67,71,57,50,51,98,77,68,60,72,84,67,76,87,71,60,72,76,98,51,89,63,56,92,Mechanical Engineer
63,91,55,64,63,63,93,53,74,65,79,56,79,60,83,76,57,67,93,63,85,98,94,73,71,59,85,86,76,62,68,85,67,89,70,65,50,67,83,67,74,66,54,Web Developer
64,87,65,87,80,69,91,65,93,74,88,62,90,66,79,88,57,68,86,78,58,69,99,93,96,55,63,60,89,65,72,81,90,67,85,72,98,100,58,76,70,78,83,Data Scientist
90,59,82,53,68,65,74,83,98,76,64,92,78,90,67,74,93,73,92,68,60,100,70,97,93,68,53,75,56,82,79,68,89,83,99,63,71,90,71,88,81,67,65,Software Developer
86,98,73,54,69,53,56,73,68,52,63,77,73,50,77,64,86,78,98,94,78,90,77,84,79,98,53,54,56,89,88,50,65,99,86,51,70,71,76,99,91,78,68,Software Developer
92,54,77,77,100,90,79,70,59,66,65,60,99,52,84,57,99,83,62,63,100,80,62,96,80,99,92,69,50,86,91,79,69,59,79,70,80,88,95,60,89,84,98,Software Developer
71,75,93,83,78,93,99,67,81,54,94,71,85,57,77,53,97,51,71,96,71,60,63,55,78,99,100,53,53,85,56,77,60,73,56,81,96,93,95,66,94,83,77,Data Scientist
91,51,68,68,58,64,68,75,70,77,76,98,59,86,64,55,97,50,66,94,53,98,75,96,74,84,85,89,59,95,96,56,92,96,97,94,78,66,89,96,98,53,92,Software Developer
56,92,66,56,66,71,70,91,67,85,58,57,92,92,71,97,92,75,61,75,94,71,87,79,98,71,51,85,64,83,89,54,96,56,56,97,76,96,89,67,86,80,65,Patent Lawyer
83,86,82,90,61,71,79,60,74,80,53,95,74,89,55,95,87,81,50,88,71,51,85,55,80,92,64,62,87,60,59,73,95,50,59,51,72,77,88,58,52,73,75,Full Stack Developer
58,83,55,55,77,99,55,61,78,86,68,58,56,60,72,85,91,70,75,82,80,71,64,55,89,91,65,52,60,63,56,85,60,57,59,84,96,64,76,55,69,53,63,Data Scientist
99,97,60,59,75,87,94,51,71,91,87,90,67,84,67,89,65,76,79,66,87,95,95,80,54,53,87,73,83,88,63,99,55,95,74,80,75,95,58,63,82,86,53,Engineer
75,68,86,87,81,59,60,93,96,99,63,78,75,97,77,84,72,59,95,61,78,85,84,71,72,65,67,52,61,76,71,63,53,70,54,66,68,66,63,54,53,78,91,Cloud Engineer
77,60,67,98,82,67,76,69,64,63,60,73,82,78,99,100,89,70,84,79,86,56,70,80,64,70,100,98,54,67,52,79,100,71,55,69,87,80,89,51,91,52,99,Data Scientist
66,55,59,66,100,87,78,73,73,85,53,60,91,91,63,69,87,68,53,54,87,79,59,95,75,82,55,52,83,90,89,52,65,71,92,59,88,63,78,53,95,71,99,Data Scientist
93,83,97,100,67,98,81,60,84,68,93,62,69,83,52,67,87,58,79,83,95,92,97,51,92,56,57,84,52,79,98,88,50,66,66,89,74,56,52,91,76,68,80,Software Developer
77,53,60,85,83,59,78,86,98,57,71,54,50,93,100,95,100,100,96,65,96,54,52,83,52,80,73,66,92,64,100,74,75,58,63,73,88,87,55,95,100,83,62,Data Scientist
67,79,88,97,52,67,95,72,97,70,88,72,57,81,85,68,90,77,84,95,68,85,89,63,82,62,67,81,94,98,66,75,87,75,87,83,84,98,99,56,68,85,89,Project Manager
73,90,67,59,96,58,81,95,72,61,88,54,73,83,99,89,90,65,50,71,90,79,64,61,75,99,62,99,94,95,66,52,55,55,53,59,93,55,71,74,89,88,64,Data Scientist
72,56,71,72,78,70,68,90,71,77,94,91,70,52,93,96,70,77,51,50,77,50,75,54,70,78,53,75,72,60,89,62,63,55,76,81,78,81,86,50,58,80,69,Mechanical Engineer
86,55,71,100,68,94,85,77,69,53,88,65,51,62,83,87,76,96,66,86,52,57,86,69,54,84,68,96,50,84,66,97,86,85,95,71,52,73,64,63,52,63,84,Engineer
51,100,51,65,73,94,92,83,62,98,95,75,72,71,53,68,84,51,97,61,99,81,98,66,57,91,100,99,96,78,81,57,85,83,96,82,78,91,79,89,58,71,89,AI Researcher
82,56,88,53,90,86,96,60,82,83,67,75,61,96,93,74,66,88,54,85,51,100,69,64,72,67,99,67,100,88,91,66,82,88,63,90,83,55,54,82,61,81,63,Engineer
69,55,96,55,73,70,92,58,70,78,50,92,85,94,93,71,77,69,84,60,56,96,90,55,54,71,65,63,96,93,73,76,70,60,53,96,74,57,79,86,54,70,55,Project Manager
68,58,100,63,97,62,60,63,90,97,67,60,81,54,70,54,96,53,83,72,67,95,71,96,74,78,88,85,90,83,69,54,76,55,96,95,96,61,81,72,99,71,80,Data Scientist
51,81,65,55,51,86,54,86,85,56,88,63,94,94,52,64,54,99,63,68,90,82,70,89,65,82,74,57,50,64,100,100,97,90,67,99,58,89,57,60,87,94,68,AI Researcher
85,65,92,63,69,95,61,84,77,84,73,69,80,79,65,80,97,52,89,61,68,54,66,91,95,97,81,92,78,69,60,51,80,80,100,95,95,82,59,84,68,50,68,Data Scientist
57,91,69,59,91,73,100,78,78,88,98,56,99,99,78,62,68,100,93,56,75,52,85,73,56,78,65,77,92,52,65,85,68,52,56,89,50,78,70,52,64,66,54,Patent Lawyer
65,97,79,92,73,59,79,57,60,86,61,71,50,82,69,53,98,94,59,67,88,67,81,100,100,51,52,54,96,74,68,88,60,55,96,77,99,91,78,97,70,63,89,Data Scientist
70,84,78,76,53,65,61,54,70,85,74,79,53,80,50,67,84,94,78,100,78,53,99,100,59,55,98,92,55,79,93,68,58,64,71,96,53,52,75,90,86,61,63,Patent Lawyer
53,67,52,86,95,95,91,92,72,99,86,66,68,75,90,57,80,89,94,56,79,77,84,89,94,91,100,59,66,67,63,92,64,81,79,58,52,75,98,94,63,87,100,Doctor
55,77,50,89,69,76,77,86,93,85,68,59,50,66,68,58,69,68,77,52,94,90,92,60,73,64,60,60,55,73,55,89,50,77,52,55,51,99,58,92,94,52,89,Astrophysicist
81,85,67,91,82,61,58,89,95,95,94,90,97,67,64,81,66,76,58,66,63,96,96,100,50,87,59,72,52,51,52,95,70,99,99,89,53,74,50,63,56,84,63,Cybersecurity Analyst
95,65,52,81,55,100,99,94,78,78,91,54,83,95,81,62,69,73,51,92,87,88,54,60,65,66,91,66,68,52,90,72,69,51,65,79,73,54,80,84,69,60,93,Engineer
89,95,52,54,70,76,72,60,92,95,58,94,93,98,70,70,71,99,74,68,68,80,57,72,98,81,60,65,56,59,56,71,85,94,74,76,52,87,71,61,87,55,68,Full Stack Developer
70,92,62,85,57,78,77,72,98,54,88,95,75,55,60,57,86,88,89,97,77,58,60,99,98,81,81,85,59,59,62,65,81,89,51,73,63,82,75,71,94,71,57,Cybersecurity Analyst
82,59,70,97,98,82,66,77,86,86,89,91,79,52,64,89,79,99,71,86,62,56,51,71,92,59,98,98,96,87,56,67,62,93,90,96,83,86,100,57,75,93,93,Engineer
52,92,82,53,65,97,50,96,69,74,82,93,70,79,67,78,81,96,59,71,76,100,91,51,89,73,79,83,84,74,63,51,51,65,72,52,87,79,94,87,89,76,79,Data Scientist
83,70,54,56,86,90,59,62,61,99,91,76,98,90,61,52,94,71,74,69,70,97,61,55,58,90,79,54,62,67,73,69,71,53,100,86,81,55,60,63,56,97,96,Engineer
70,59,78,100,60,82,93,50,90,74,65,81,78,69,53,59,55,89,88,58,96,72,57,51,93,83,87,54,70,79,51,68,65,77,94,83,99,65,57,95,100,75,97,Data Scientist
56,71,91,62,57,78,55,80,89,53,58,81,54,63,88,97,63,91,93,75,53,83,71,65,87,78,86,100,86,63,59,93,76,69,61,97,62,61,65,53,61,56,58,Project Manager
84,85,79,90,52,88,89,88,88,92,93,54,73,81,54,99,71,79,71,88,57,70,86,92,62,65,51,92,96,76,99,79,54,96,79,97,94,78,83,76,72,73,81,Data Scientist
72,59,68,55,75,90,51,96,97,86,55,95,83,85,78,80,78,93,77,96,70,94,57,98,50,89,77,82,70,59,80,50,68,66,90,50,53,79,79,87,54,57,54,AI Researcher
50,82,74,64,56,91,86,71,67,97,86,63,93,68,50,53,77,63,95,96,71,79,60,72,72,96,96,72,86,64,98,68,67,58,94,91,90,95,87,100,93,59,89,Data Scientist
88,62,89,85,80,94,76,72,68,56,67,91,65,81,59,86,88,54,65,89,51,59,99,64,96,76,66,76,67,67,62,81,96,98,60,87,92,100,68,67,72,96,60,Software Developer
55,86,66,65,92,87,95,81,98,58,68,81,64,78,88,92,61,75,58,73,85,61,83,61,84,54,65,64,60,78,54,58,87,98,69,61,61,69,52,94,75,50,77,Mechanical Engineer
63,54,77,73,51,86,65,87,78,57,68,97,84,86,72,55,76,91,77,76,51,57,53,66,62,58,92,67,75,93,60,64,97,86,66,65,67,76,95,53,69,91,100,DevOps Engineer
62,79,53,77,64,55,62,62,92,81,76,92,83,87,79,86,87,72,74,61,89,84,69,96,83,77,97,88,99,63,61,93,65,82,84,70,64,79,85,95,83,91,89,Web Developer
99,55,91,52,64,51,79,94,57,61,72,75,64,80,92,88,97,75,65,60,87,70,77,85,85,72,88,83,64,70,88,94,75,81,100,54,99,57,53,69,58,85,62,Software Developer
93,83,89,91,75,60,84,85,66,85,85,99,86,71,50,87,84,53,92,83,68,54,69,60,84,86,59,81,51,92,97,58,92,90,84,88,92,73,98,51,85,57,50,Data Scientist
92,81,98,95,76,54,78,75,69,79,76,80,82,65,72,90,64,65,73,85,90,64,100,71,95,77,86,79,57,85,78,55,69,98,61,85,73,74,62,98,71,65,93,Mechanical Engineer
57,87,96,83,95,83,52,59,57,60,65,94,82,74,62,79,90,74,90,64,88,82,91,82,75,63,78,51,100,63,87,59,77,87,98,78,61,98,86,94,87,96,86,AI Researcher
96,59,74,60,77,68,85,65,63,59,94,59,50,98,85,69,53,77,80,54,81,93,63,90,90,54,55,65,84,77,59,52,91,68,67,57,73,92,96,59,95,92,66,Project Manager
63,98,93,85,65,87,55,69,59,53,53,53,52,60,61,66,75,52,95,73,50,51,79,87,76,66,71,91,62,97,64,70,57,58,59,60,95,51,99,72,59,74,76,Data Scientist
56,52,50,81,83,58,86,86,95,50,93,52,54,71,100,67,82,86,93,73,91,95,92,61,71,65,70,91,61,81,53,86,50,58,93,50,80,94,79,70,100,88,95,Doctor
93,66,93,79,74,74,96,91,87,58,55,80,58,91,70,88,59,54,66,74,78,100,94,65,88,90,71,91,66,65,55,97,80,88,72,92,78,65,64,100,97,69,66,Doctor
70,58,90,88,50,54,55,52,98,55,94,84,70,68,57,73,100,97,57,91,57,68,82,60,58,52,55,71,64,97,57,64,52,96,92,91,62,93,54,86,62,78,67,Patent Lawyer
50,83,68,97,50,84,63,85,93,62,77,78,97,87,68,69,75,100,67,77,57,52,92,69,90,75,95,50,84,92,93,60,60,81,91,81,75,98,70,55,51,57,72,Data Analyst
96,63,82,72,50,78,68,57,52,59,82,72,78,57,84,94,84,67,69,69,96,96,97,81,91,67,100,68,89,57,75,98,86,58,96,57,57,67,86,70,73,94,92,Project Manager
89,82,57,84,80,84,62,93,68,77,91,81,61,56,53,52,60,81,60,98,50,54,79,71,95,99,53,83,53,80,68,87,80,100,51,98,97,80,55,96,86,70,79,Data Scientist
